time,band,channel_1,channel_2,channel_3,channel_4,channel_5,channel_n_vals,channel_present,sc_active_1,sc_active_2,sc_active_3,sc_active_4,sc_active_5,sc_active_n_vals,sc_active_present,rscp_active_1,rscp_active_2,rscp_active_3,rscp_active_4,rscp_active_5,rscp_active_n_vals,rscp_active_present,ecno_active_1,ecno_active_2,ecno_active_3,ecno_active_4,ecno_active_5,ecno_active_n_vals,ecno_active_present,rscp_detected_1,sc_detected_1,sc_detected_2,sc_detected_3,sc_detected_4,sc_detected_5,sc_detected_6,sc_detected_7,sc_detected_8,sc_detected_9,sc_detected_10,sc_detected_11,sc_detected_12,sc_detected_13,sc_detected_14,sc_detected_15,sc_detected_16,sc_detected_17,sc_detected_18,sc_detected_19,sc_detected_20,sc_detected_21,sc_detected_22,sc_detected_23,sc_detected_24,sc_detected_25,sc_detected_26,sc_detected_27,sc_detected_28,sc_detected_29,sc_detected_30,sc_detected_31,sc_detected_32,sc_detected_33,sc_detected_34,sc_detected_35,sc_detected_36,sc_detected_37,sc_detected_38,sc_detected_39,sc_detected_40,sc_detected_41,rscp_active_mean,rscp_active_max,rscp_active_min,rscp_active_std,rscp_active_range,ecno_active_mean,ecno_active_max,ecno_active_min,ecno_active_std,rscp_detected_mean,rscp_detected_max,rscp_detected_min,rscp_delta_active_vs_best_detected
 8:47:14.785,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,367,183,211,183,,4,1,-83.2,-88.7,-85.8,-96.7,,4,1,-7.9,-10.3,-10.5,-23.7,,4,1,,367,211,307,499,154,187,231,140,397,231,380,395,187,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.6,-83.2,-96.7,5.848646567084275,13.5,-13.100000000000001,-7.9,-23.7,7.164728420068225,,,,
 8:47:15.229,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,367,183,211,183,,4,1,-79.6,-83.9,-82.8,-92.8,,4,1,-7.8,-9.1,-11.0,-21.5,,4,1,,367,211,307,231,499,380,187,380,140,154,397,187,395,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.775,-79.6,-92.8,5.6523593893759685,13.200000000000003,-12.35,-7.8,-21.5,6.2399252132270515,,,,
 8:47:15.735,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,367,183,211,183,,4,1,-81.7,-86.9,-86.3,-94.2,,4,1,-7.2,-8.1,-11.8,-20.7,,4,1,,367,395,211,187,307,154,499,231,187,263,231,140,397,380,380,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.275,-81.7,-94.2,5.168091201465651,12.5,-11.95,-7.2,-20.7,6.163602842493991,,,,
 8:47:16.251,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,367,211,183,183,,4,1,-82.8,-85.4,-91.0,-96.2,,4,1,-8.3,-10.9,-11.6,-23.7,,4,1,,367,211,187,395,154,307,187,499,231,263,231,397,380,380,140,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.85,-82.8,-96.2,5.976342248120223,13.400000000000006,-13.625,-8.3,-23.7,6.865068584265321,,,,
 8:47:16.805,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,367,183,211,183,,4,1,-83.3,-88.4,-86.8,-92.9,,4,1,-6.8,-11.9,-12.1,-19.8,,4,1,,367,211,395,307,154,263,499,187,380,187,231,231,397,380,140,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.85,-83.3,-92.9,3.983716857408422,9.600000000000009,-12.649999999999999,-6.8,-19.8,5.360659163448714,,,,
 8:47:17.299,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,367,183,211,183,,4,1,-82.8,-87.4,-87.8,-92.9,,4,1,-8.2,-8.7,-13.2,-19.8,,4,1,,367,307,187,211,499,154,263,187,395,231,380,231,397,140,380,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.725,-82.8,-92.9,4.1290636549545585,10.100000000000009,-12.475,-8.2,-19.8,5.376104537674096,,,,
 8:47:17.849,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,211,183,367,183,,4,1,-84.2,-89.8,-87.7,-92.9,,4,1,-9.4,-11.0,-12.9,-19.8,,4,1,,367,211,499,154,187,366,395,307,187,263,231,380,231,140,397,380,,,,,,,,,,,,,,,,,,,,,,,,,,-88.65,-84.2,-92.9,3.6555893277737503,8.700000000000003,-13.274999999999999,-9.4,-19.8,4.579210266701745,,,,
 8:47:18.361,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,183,367,211,183,,4,1,-90.1,-91.4,-92.0,-92.9,,4,1,-10.1,-11.4,-15.6,-19.8,,4,1,,367,211,187,278,140,366,263,23,231,307,154,187,395,499,449,380,231,397,380,,,,,,,,,,,,,,,,,,,,,,,-91.6,-90.1,-92.9,1.1747340124470773,2.8000000000000114,-14.225000000000001,-10.1,-19.8,4.395736570814953,,,,
 8:47:18.860,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,183,211,367,183,,4,1,-85.4,-88.4,-92.4,-92.9,,4,1,-7.2,-11.8,-14.2,-19.8,,4,1,,367,263,211,307,154,187,395,278,499,366,23,380,187,231,449,231,397,380,140,,,,,,,,,,,,,,,,,,,,,,,-89.775,-85.4,-92.9,3.5443617196894563,7.5,-13.25,-7.2,-19.8,5.244362052083488,,,,
 8:47:19.359,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,183,211,367,183,,4,1,-86.9,-85.8,-90.8,-92.9,,4,1,-9.1,-9.9,-13.0,-19.8,,4,1,,367,211,278,187,395,263,380,366,449,154,499,23,187,138,231,231,307,397,380,140,,,,,,,,,,,,,,,,,,,,,,-89.1,-85.8,-92.9,3.319638534539568,7.1000000000000085,-12.95,-9.1,-19.8,4.86655251007665,,,,
 8:47:19.905,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,183,211,367,183,,4,1,-88.7,-85.6,-91.4,-92.9,,4,1,-10.7,-11.0,-13.4,-19.8,,4,1,,367,211,154,395,499,278,187,263,138,366,23,307,231,380,187,449,140,,,,,,,,,,,,,,,,,,,,,,,,,-89.65,-85.6,-92.9,3.2109188716004695,7.300000000000011,-13.725000000000001,-10.7,-19.8,4.2264050918008325,,,,
 8:47:20.406,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,183,211,367,183,,4,1,-88.3,-86.4,-91.7,-92.9,,4,1,-9.8,-11.7,-13.2,-19.8,,4,1,,211,395,263,154,499,187,449,138,307,187,380,366,278,23,231,140,,,,,,,,,,,,,,,,,,,,,,,,,,-89.82499999999999,-86.4,-92.9,3.0015273889582734,6.5,-13.625,-9.8,-19.8,4.345399866525519,,,,
 8:47:20.905,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,183,367,211,367,,4,1,-85.9,-81.1,-85.8,-92.2,,4,1,-8.6,-9.0,-10.6,-14.9,,4,1,,278,211,270,395,307,154,263,380,187,187,138,449,366,23,231,140,499,,,,,,,,,,,,,,,,,,,,,,,,,-86.25,-81.1,-92.2,4.555216789572152,11.100000000000009,-10.775,-8.6,-14.9,2.882562517390849,,,,
 8:47:21.392,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,183,367,211,367,,4,1,-87.0,-83.6,-89.0,-90.2,,4,1,-10.5,-11.0,-13.6,-13.7,,4,1,,263,499,270,366,278,395,154,187,380,211,154,23,307,449,187,231,138,140,183,,,,,,,,,,,,,,,,,,,,,,,-87.45,-83.6,-90.2,2.886173937932366,6.6000000000000085,-12.2,-10.5,-13.7,1.6872067646458349,,,,
 8:47:21.941,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,,4,1,367,211,183,367,,4,1,-83.6,-86.6,-91.3,-92.5,,4,1,-11.0,-13.5,-13.7,-14.9,,4,1,,263,187,211,154,307,395,278,499,187,449,23,366,380,270,231,140,183,,,,,,,,,,,,,,,,,,,,,,,,,-88.5,-83.6,-92.5,4.14165828302304,8.900000000000006,-13.275,-11.0,-14.9,1.6378339354159202,,,,
 8:47:22.439,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,211,367,183,367,,4,1,-83.9,-83.6,-91.5,-92.0,,4,1,-11.0,-11.0,-14.1,-14.6,,4,1,,278,263,211,263,499,270,395,154,307,366,23,187,231,380,187,449,140,183,,,,,,,,,,,,,,,,,,,,,,,,-87.75,-83.6,-92.0,4.624932431938871,8.400000000000006,-12.675,-11.0,-14.6,1.944865033877672,,,,
 8:47:22.979,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,,4,1,367,211,183,367,,4,1,-83.6,-82.4,-89.6,-88.2,,4,1,-11.0,-11.4,-13.1,-17.2,,4,1,,211,278,263,307,263,395,154,366,499,187,23,243,187,380,270,449,231,183,,,,,,,,,,,,,,,,,,,,,,,,-85.95,-82.4,-89.6,3.4885527085024797,7.199999999999989,-13.175,-11.0,-17.2,2.833578420772339,,,,
 8:47:23.525,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,,4,1,367,211,183,367,,4,1,-83.6,-83.7,-90.7,-89.6,,4,1,-11.0,-12.2,-14.4,-18.1,,4,1,,278,270,211,366,154,499,263,307,395,187,263,23,187,380,243,449,231,183,,,,,,,,,,,,,,,,,,,,,,,,-86.9,-83.6,-90.7,3.77977071615021,7.1000000000000085,-13.925,-11.0,-18.1,3.1191612120354844,,,,
 8:47:24.045,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,211,367,183,367,,4,1,-80.7,-83.6,-88.1,-86.8,,4,1,-9.1,-11.0,-12.0,-15.2,,4,1,,211,278,187,307,263,395,263,187,154,366,499,23,449,243,270,380,231,449,183,,,,,,,,,,,,,,,,,,,,,,,-84.8,-80.7,-88.1,3.323652609203713,7.3999999999999915,-11.825,-9.1,-15.2,2.5513068546661857,,,,
 8:47:24.587,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,,4,1,367,211,183,367,,4,1,-83.6,-84.6,-88.6,-91.6,,4,1,-11.0,-11.8,-12.3,-15.3,,4,1,,211,154,499,263,187,278,263,187,395,449,366,23,307,270,449,380,243,231,183,,,,,,,,,,,,,,,,,,,,,,,-87.1,-83.6,-91.6,3.696845502136472,8.0,-12.600000000000001,-11.0,-15.3,1.87794213613377,,,,
 8:47:25.113,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,183,367,211,367,,4,1,-86.8,-83.6,-87.3,-92.5,,4,1,-10.4,-11.0,-13.8,-16.1,,4,1,,499,211,187,154,380,187,270,263,395,278,183,231,307,449,449,243,263,23,,,,,,,,,,,,,,,,,,,,,,,,-87.55,-83.6,-92.5,3.6846528556523044,8.900000000000006,-12.825000000000001,-10.4,-16.1,2.638654960391753,,,,
 8:47:25.681,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,395,183,211,,,3,1,-85.0,-87.0,-98.4,,,3,1,-8.1,-10.1,-23.4,,,3,1,,499,211,263,187,395,278,154,270,380,449,307,187,243,183,449,23,231,263,,,,,,,,,,,,,,,,,,,,,,,,-90.13333333333333,-85.0,-98.4,7.22864671521118,13.400000000000006,-13.866666666666665,-8.1,-23.4,8.316449562964554,,,,
 8:47:26.213,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,211,395,183,,,3,1,-83.6,-87.7,-87.6,,,3,1,-11.3,-11.6,-15.3,,,3,1,,367,187,278,211,187,154,499,395,263,270,183,307,449,449,380,23,263,243,231,,,,,,,,,,,,,,,,,,,,,,,-86.3,-83.6,-87.7,2.3388031127053024,4.1000000000000085,-12.733333333333334,-11.3,-15.3,2.2278539748675934,,,,
 8:47:26.759,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,211,395,183,,,3,1,-83.9,-88.1,-89.9,,,3,1,-11.1,-11.2,-13.0,,,3,1,,187,211,499,154,367,270,263,187,380,183,231,307,23,449,395,449,243,278,263,,,,,,,,,,,,,,,,,,,,,,,-87.3,-83.9,-89.9,3.078960863668129,6.0,-11.766666666666666,-11.1,-13.0,1.069267662156363,,,,
 8:47:27.277,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,183,395,211,,,3,1,-85.6,-87.8,-86.5,,,3,1,-9.8,-12.0,-13.8,,,3,1,,211,367,263,187,499,270,395,380,187,154,183,307,449,23,449,243,278,231,263,,,,,,,,,,,,,,,,,,,,,,,-86.63333333333333,-85.6,-87.8,1.106044001535805,2.200000000000003,-11.866666666666667,-9.8,-13.8,2.0033305601755624,,,,
 8:47:27.782,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,183,211,395,,,3,1,-85.8,-83.1,-88.4,,,3,1,-9.7,-10.0,-12.3,,,3,1,,211,187,499,367,395,270,154,132,263,449,183,307,187,449,231,380,243,278,397,263,23,,,,,,,,,,,,,,,,,,,,,-85.76666666666665,-83.1,-88.4,2.6501572280401335,5.300000000000011,-10.666666666666666,-9.7,-12.3,1.4224392195567919,,,,
 8:47:28.330,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,183,211,395,,,3,1,-85.9,-83.1,-89.0,,,3,1,-10.0,-10.2,-13.1,,,3,1,,211,154,499,395,187,367,270,132,449,263,183,307,187,449,397,231,243,278,263,23,380,,,,,,,,,,,,,,,,,,,,,-86.0,-83.1,-89.0,2.951270912674744,5.900000000000006,-11.1,-10.0,-13.1,1.7349351572897471,,,,
 8:47:28.803,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,,,3,1,183,211,395,,,3,1,-86.7,-84.3,-87.9,,,3,1,-10.9,-11.8,-12.1,,,3,1,,154,187,395,499,270,367,263,449,380,231,307,449,183,187,132,243,278,263,23,397,,,,,,,,,,,,,,,,,,,,,,-86.3,-84.3,-87.9,1.8330302779823404,3.6000000000000085,-11.600000000000001,-10.9,-12.1,0.6244997998398396,,,,
 8:47:29.345,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,,4,1,183,211,211,395,,4,1,-87.8,-84.8,-84.6,-90.3,,4,1,-11.4,-11.8,-12.2,-13.9,,4,1,,499,187,154,367,187,270,231,263,449,395,183,307,380,243,278,23,397,132,,,,,,,,,,,,,,,,,,,,,,,,-86.875,-84.6,-90.3,2.712163957679059,5.700000000000003,-12.325000000000001,-11.4,-13.9,1.0996211468804455,,,,
 8:47:29.856,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,,4,1,183,395,211,211,,4,1,-86.5,-89.3,-86.4,-87.3,,4,1,-10.2,-13.0,-13.9,-14.2,,4,1,,499,187,395,367,154,187,263,183,307,449,231,154,132,380,243,278,23,397,,,,,,,,,,,,,,,,,,,,,,,,-87.37500000000001,-86.4,-89.3,1.3450526631573425,2.8999999999999915,-12.825,-10.2,-14.2,1.8227726133558189,,,,
 8:47:30.420,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,395,183,211,211,,4,1,-85.4,-87.0,-86.3,-86.1,,4,1,-9.1,-10.7,-13.4,-13.6,,4,1,,187,395,154,499,367,154,231,243,12,380,263,449,183,132,187,23,397,,,,,,,,,,,,,,,,,,,,,,,,,-86.19999999999999,-85.4,-87.0,0.6582805886043812,1.5999999999999943,-11.7,-9.1,-13.6,2.1802140567690445,,,,
 8:47:30.928,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,395,211,183,211,,4,1,-86.8,-86.3,-90.8,-87.6,,4,1,-10.8,-14.0,-14.8,-15.4,,4,1,,395,187,154,187,449,154,499,263,367,380,132,231,183,12,243,23,397,,,,,,,,,,,,,,,,,,,,,,,,,-87.875,-86.3,-90.8,2.022168802713232,4.5,-13.75,-10.8,-15.4,2.048576741707927,,,,
 8:47:31.448,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,183,211,211,395,,4,1,-88.3,-83.9,-85.3,-90.4,,4,1,-11.4,-12.1,-12.2,-13.5,,4,1,,263,499,154,380,187,367,154,449,183,12,395,231,187,243,23,397,132,,,,,,,,,,,,,,,,,,,,,,,,,-86.975,-83.9,-90.4,2.9295904150580507,6.5,-12.3,-11.4,-13.5,0.8755950357709131,,,,
 8:47:31.960,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,,4,1,395,211,211,183,,4,1,-86.1,-84.2,-83.8,-89.7,,4,1,-9.3,-10.9,-12.3,-12.9,,4,1,,395,154,12,154,187,380,263,183,449,367,243,187,231,397,132,499,,,,,,,,,,,,,,,,,,,,,,,,,,-85.95,-83.8,-89.7,2.693820088028648,5.900000000000006,-11.35,-9.3,-12.9,1.6031219541881396,,,,
 8:47:32.433,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,,4,1,211,211,183,395,,4,1,-83.8,-86.6,-89.8,-90.6,,4,1,-12.3,-12.6,-12.9,-13.7,,4,1,,395,449,263,367,499,154,380,183,187,231,187,243,397,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.69999999999999,-83.8,-90.6,3.1219651930581582,6.799999999999997,-12.875,-12.3,-13.7,0.6020797289396143,,,,
 8:47:32.985,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,,4,1,395,211,211,183,,4,1,-88.9,-84.7,-83.8,-91.3,,4,1,-10.6,-11.2,-12.3,-17.8,,4,1,,395,263,187,154,183,449,139,367,380,231,187,243,499,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.17500000000001,-83.8,-91.3,3.5358874416474286,7.5,-12.974999999999998,-10.6,-17.8,3.2927951652053915,,,,
 8:47:33.488,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,211,395,183,211,,4,1,-85.7,-88.7,-89.3,-83.8,,4,1,-11.2,-11.4,-12.0,-12.3,,4,1,,395,154,187,139,367,183,449,499,263,231,187,243,132,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.875,-83.8,-89.3,2.585053190942113,5.5,-11.725000000000001,-11.2,-12.3,0.5123475382979804,,,,
 8:47:34.008,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,,4,1,211,211,395,183,,4,1,-83.8,-85.7,-87.9,-89.0,,4,1,-12.3,-12.3,-14.5,-15.6,,4,1,,395,449,187,367,183,154,380,263,231,139,499,187,243,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.6,-83.8,-89.0,2.3166067138525426,5.200000000000003,-13.675,-12.3,-15.6,1.6499999999999995,,,,
 8:47:34.482,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,10738,,4,1,211,211,395,183,,4,1,-84.2,-83.8,-87.7,-90.4,,4,1,-12.0,-12.3,-15.5,-18.2,,4,1,,395,367,380,231,139,263,449,154,499,187,187,243,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.525,-83.8,-90.4,3.1212978070027244,6.6000000000000085,-14.5,-12.0,-18.2,2.931438782122753,,,,
 8:47:35.030,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,10713,5,1,211,395,211,183,183,5,1,-83.8,-89.3,-83.8,-90.8,-93.4,5,1,-10.2,-11.1,-12.3,-12.6,-20.1,5,1,,395,154,367,449,139,231,187,380,263,499,187,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.22,-83.8,-93.4,4.293250516799599,9.600000000000009,-13.26,-10.2,-20.1,3.9424611602398834,,,,
 8:47:35.630,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,10713,5,1,395,183,211,211,183,5,1,-87.9,-90.1,-83.8,-86.6,-90.9,5,1,-9.9,-12.1,-12.3,-12.7,-19.5,5,1,,395,154,263,449,367,231,499,139,380,187,187,243,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.85999999999999,-83.8,-90.9,2.8430617298961365,7.1000000000000085,-13.3,-9.9,-19.5,3.63318042491699,,,,
 8:47:36.082,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,,4,1,183,395,211,183,,4,1,-87.3,-87.7,-86.2,-91.9,,4,1,-8.9,-9.3,-11.4,-12.8,,4,1,,395,231,449,187,367,380,380,263,154,499,139,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.275,-86.2,-91.9,2.4984995497297993,5.700000000000003,-10.600000000000001,-8.9,-12.8,1.8312108926427164,,,,
 8:47:36.592,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,10713,5,1,395,211,183,183,211,5,1,-88.1,-86.9,-91.6,-91.9,-87.7,5,1,-9.2,-11.2,-12.7,-12.8,-13.0,5,1,,395,187,449,367,380,231,380,263,499,139,154,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.24,-86.9,-91.9,2.334095113743224,5.0,-11.779999999999998,-9.2,-13.0,1.6099689437998488,,,,
 8:47:37.130,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,10713,5,1,183,183,395,211,211,5,1,-91.9,-87.7,-93.0,-91.4,-101.1,5,1,-12.8,-13.5,-13.5,-17.2,-21.8,5,1,,395,231,367,23,187,449,154,263,499,380,139,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.02000000000001,-87.7,-101.1,4.936294156551042,13.399999999999991,-15.76,-12.8,-21.8,3.7924925840402115,,,,
 8:47:37.679,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,10713,5,1,395,183,183,211,211,5,1,-89.8,-90.6,-91.9,-91.2,-94.1,5,1,-10.6,-11.4,-12.8,-16.3,-20.3,5,1,,395,367,187,449,23,231,449,23,154,307,366,140,278,380,499,139,270,380,263,,,,,,,,,,,,,,,,,,,,,,,-91.51999999999998,-89.8,-94.1,1.6361540269791224,4.299999999999997,-14.279999999999998,-10.6,-20.3,4.010860256852637,,,,
 8:47:38.191,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,10713,5,1,183,183,395,211,211,5,1,-91.9,-89.4,-92.4,-94.1,-94.5,5,1,-12.8,-15.7,-18.7,-20.4,-22.4,5,1,,307,395,140,154,367,187,23,366,231,449,380,23,499,139,270,278,449,380,263,,,,,,,,,,,,,,,,,,,,,,,-92.46000000000001,-89.4,-94.5,2.032978111047924,5.099999999999994,-18.0,-12.8,-22.4,3.8059164467970126,,,,
 8:47:38.780,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,10738,10713,5,1,183,395,183,211,211,5,1,-91.9,-88.8,-93.7,-93.9,-92.1,5,1,-12.8,-13.9,-18.8,-19.0,-19.6,5,1,,395,263,140,187,367,380,231,366,307,132,154,23,449,380,23,449,499,139,278,270,,,,,,,,,,,,,,,,,,,,,,-92.08,-88.8,-93.9,2.04499388752143,5.1000000000000085,-16.82,-12.8,-19.6,3.2049960998416207,,,,
 8:47:39.300,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,10738,10713,5,1,183,395,183,307,211,5,1,-89.4,-86.8,-91.9,-93.8,-92.1,5,1,-10.5,-12.5,-12.8,-19.5,-19.6,5,1,,395,140,154,307,367,366,380,263,23,231,132,380,449,23,449,499,254,270,278,187,,,,,,,,,,,,,,,,,,,,,,-90.8,-86.8,-93.8,2.7322152184628496,7.0,-14.98,-10.5,-19.6,4.26462190586692,,,,
 8:47:39.784,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10738,10713,10713,5,1,395,183,307,183,211,5,1,-83.1,-88.1,-84.8,-91.9,-92.1,5,1,-7.0,-12.0,-12.8,-12.8,-19.6,5,1,,395,140,154,263,254,367,366,307,499,380,132,380,23,449,270,278,23,187,,,,,,,,,,,,,,,,,,,,,,,,-88.0,-83.1,-92.1,4.070626487409526,9.0,-12.84,-7.0,-19.6,4.486423965699186,,,,
